name,slug,description,price,cost_price,category_slug,image_url,barcode,plu,sku,stock_quantity,low_stock_threshold,tax_rate,is_active
LITTLE TREES CAR FRESHNER BLACK ICE 3.5OZ  SPRAY ASS 1 CT,little-trees-car-freshner-black-ice-35oz-spray-ass-1-ct,,1.75,1.46,general-general,,1E+11,,076171063557,-12,5,0,1
LITTLE TREES CAR FRESHNER NEW CAR  3.5OZ SPRAY ASS 1 CT,little-trees-car-freshner-new-car-35oz-spray-ass-1-ct,,1.75,1.25,general-general,,1E+11,,076171063892,-6,5,0,1
LITTLE TREES CAR FRESHNER STRAWBERRY 3.5OZ  SPRAY ASS 1 CT,little-trees-car-freshner-strawberry-35oz-spray-ass-1-ct,,1.75,1.46,general-general,,1E+11,,076171063120,0,5,0,1
LITTLE TREES CAR FRESHNER VANILLAROMA 3.5OZ  SPRAY ASS 1 CT,little-trees-car-freshner-vanillaroma-35oz-spray-ass-1-ct,,1.75,1.46,general-general,,1E+11,,076171063052,0,5,0,1
LORNA DOONE SHORTBREAD COOKIES 1.5 OZ 30 CT,lorna-doone-shortbread-cookies-15-oz-30-ct,,14.99,13,general-general,,1E+11,,044000013141,0,5,0,1
LUXURY DUBAI CHOCOLATE CHEESE CAKE  FLAVOR 90G 12CT,luxury-dubai-chocolate-cheese-cake-flavor-90g-12ct,,39.99,33.49,general-general,,1E+11,,6.43556E+11,-2,5,0,1
LUXURY DUBAI CHOCOLATE FLAVOR COOKIE BUTTER 90G 12CT,luxury-dubai-chocolate-flavor-cookie-butter-90g-12ct,,39.99,33.49,general-general,,1E+11,,,-1,5,0,1
LUXURY DUBAI CHOCOLATE KUNAFA & PISTACHIO 185G 8CT,luxury-dubai-chocolate-kunafa-pistachio-185g-8ct,,50.99,42.5,general-general,,1E+11,,6.43556E+11,-2,5,0,1
LUXURY DUBAI CHOCOLATE KUNAFA & PISTACHIO 45G 24CT,luxury-dubai-chocolate-kunafa-pistachio-45g-24ct,,37.49,31.25,general-general,,1E+11,,,-1,5,0,1
LUXURY DUBAI CHOCOLATE TIRAMISU 90G 12CT,luxury-dubai-chocolate-tiramisu-90g-12ct,,39.99,33.49,general-general,,1E+11,,6.43556E+11,-2,5,0,1
MAGNUM BARESKIN 6 CT,magnum-bareskin-6-ct,,9.99,8,general-general,,1E+11,,022600228882,-1,5,0,1
MAMBA BERRY TASTY FRUIT CHEWS 2.8 OZ 24 CT,mamba-berry-tasty-fruit-chews-28-oz-24-ct,,23.99,19,general-general,,1E+11,,072799118341,5,5,0,1
MAMBA FRUIT CHEWS TROPICALS 2.8 OZ 24 CT,mamba-fruit-chews-tropicals-28-oz-24-ct,,23.99,19,general-general,,1E+11,,072799055707,0,5,0,1
MAMBA LIMITED EDITION FUN PARK 2.80 OZ 24 CT,mamba-limited-edition-fun-park-280-oz-24-ct,,23.99,19,general-general,,1E+11,,072799118914,3,5,0,1
MAMBA ORIGINAL FRUIT CHEWS 2.8 OZ 24 CT,mamba-original-fruit-chews-28-oz-24-ct,,23.99,19,general-general,,1E+11,,072799055646,6,5,0,1
MAMBA SOUR FRUIT CHEWS 2.8 OZ 24 CT,mamba-sour-fruit-chews-28-oz-24-ct,,23.99,19,general-general,,1E+11,,072799055677,5,5,0,1
MARUCHAN RAMEN SHRIMP 24/3 OZ,maruchan-ramen-shrimp-243-oz,,8.99,7.99,general-general,,1E+11,,00041789902178,-2,5,0,1
MEN CREW SOCKS SINGLE SIZE BLACK 12 CT,men-crew-socks-single-size-black-12-ct,,7.99,7,general-general,,1E+11,,0087169816833,0,5,0,1
MENTOS FRUIT 16 CT,mentos-fruit-16-ct,,11.5,9.5,general-general,,1E+11,,7.89626E+12,3,5,0,1
MENTOS FRUITS VERMELHAS (RED FRUIT) 16 CT,mentos-fruits-vermelhas-red-fruit-16-ct,,11.5,9.5,general-general,,1E+11,,7.89514E+12,5,5,0,1
MENTOS MINT 16 CT,mentos-mint-16-ct,,11.5,9.5,general-general,,1E+11,,7.89626E+12,3,5,0,1
MENTOS RAINBOW 16 CT,mentos-rainbow-16-ct,,11.5,9.5,general-general,,1E+11,,7.89514E+12,5,5,0,1
MICCELL S2561 3.5MM C TO AUX AUDIO ADAPTER CABLE 6 CT,miccell-s2561-35mm-c-to-aux-audio-adapter-cable-6-ct,,3.49,2,general-general,,1E+11,,1.08101E+13,0,5,0,1
MICCELLS1172  IN-EAR WIRED L  EARPHONE WHITE,miccells1172-in-ear-wired-l-earphone-white,,3.49,2.05,general-general,,1E+11,,8.10084E+11,54,5,0,1
MICCELLS1400  IN-EAR WIRED C-TYPE EARPHONE WHITE 1 CT,miccells1400-in-ear-wired-c-type-earphone-white-1-ct,,3.49,2.05,general-general,,1E+11,,8.10084E+11,60,5,0,1
MILKY WAY SHARE SIZE 3.63 OZ 24 CT,milky-way-share-size-363-oz-24-ct,,39.99,33,general-general,,1E+11,,040000044017,0,5,0,1
MINI CHIPS AHOY CHEWY 1CT,mini-chips-ahoy-chewy-1ct,,1.49,1.33,general-general,,1E+11,,044000047368,0,5,0,1
MIT 45 GOLD SHOT 15ML 12CT NEW,mit-45-gold-shot-15ml-12ct-new,,120,105,general-general,,1E+11,,8.1015E+11,0,5,0,1
MIT 45 PURPLE SUPER K EXTRA SHOTS 30ML NEW 12CT,mit-45-purple-super-k-extra-shots-30ml-new-12ct,,175,150,general-general,,1E+11,,8.1015E+11,-1,5,0,1
MK LIGHTER ASS COLORS 50 CT,mk-lighter-ass-colors-50-ct,,23.99,21,general-general,,1E+11,,1.085E+13,-3,5,0,1
MM MILK CHOCOLATE SHARE SIZE 3.14 OZ 24 CT,mm-milk-chocolate-share-size-314-oz-24-ct,,37.99,33,general-general,,1E+11,,040000044314,0,5,0,1
MM MINI TUBES SINGLES 1.08 OZ 24 CT,mm-mini-tubes-singles-108-oz-24-ct,,27.99,23,general-general,,1E+11,,040000032373,12,5,0,1
MM MINIS MILK CHOCOLATE MEGA TUBES 24CT,mm-minis-milk-chocolate-mega-tubes-24ct,,39.99,33,general-general,,1E+11,,,0,5,0,1
MM PEANUT SHARE SIZE 3.27OZ 24 CT,mm-peanut-share-size-327oz-24-ct,,38.99,33,general-general,,1E+11,,040000044321,4,5,0,1
MM PEANUT SINGLES 1.74OZ 48 CT,mm-peanut-singles-174oz-48-ct,,49.99,43,general-general,,1E+11,,040000514527,-1,5,0,1
MOBILE 1 QT OW-20 6 CT,mobile-1-qt-ow-20-6-ct,,34.99,33,general-general,,1E+11,,071924969957,-12,5,0,1
MOTRIN 24'S  CAP BOTTLE 1 CT,motrin-24s-cap-bottle-1-ct,,5.25,4.45,general-general,,1E+11,,3.0045E+11,0,5,0,1
MOTRIN TABLET 50/2 CT,motrin-tablet-502-ct,,13.99,12,general-general,,1E+11,,3.0045E+11,-3,5,0,1
MR GOOD BAR 36 CT,mr-good-bar-36-ct,,28.99,25,general-general,,1E+11,,034000243006,0,5,0,1
NEON BUTANE 18ML GAS LIG REFILL  20CT,neon-butane-18ml-gas-lig-refill-20ct,,6.99,5.6,general-general,,1E+11,,1.08556E+13,0,5,0,1
NEON LIGHTER 50 CT,neon-lighter-50-ct,,4.99,3.5,general-general,,1E+11,,1.08556E+13,-9,5,0,1
NERDS GUMMY CLUSTERS 1 CT,nerds-gummy-clusters-1-ct,,1.89,1.66,general-general,,1E+11,,079200060671,-27,5,0,1
NERDS GUMMY CLUSTERS RAINBOW SHARE SIZE 30Z 12CT,nerds-gummy-clusters-rainbow-share-size-30z-12ct,,21.49,18,general-general,,1E+11,,079200249052,-1,5,0,1
NERDS GUMMY FEG BAG CLUSTERS RAINBOW 5 OZ 1 CT,nerds-gummy-feg-bag-clusters-rainbow-5-oz-1-ct,,1.99,1.6666,general-general,,1E+11,,079200049065,-22,5,0,1
NICOTINE POUCHES:ZYN CHILL 3MG NICOTINE 5CT,nicotine-pouches-zyn-chill-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-chill-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-51,5,0,1
NICOTINE POUCHES:ZYN CHILL 6MG NICOTIN 5CT,nicotine-pouches-zyn-chill-6mg-nicotin-5ct,,20.99,20.5,nicotine-pouches-zyn-chill-6mg-nicotin-5ct,,1E+11,,6.0925E+11,-20,5,0,1
NICOTINE POUCHES:ZYN CINNAMON 3 MG NICOTIN 5CT,nicotine-pouches-zyn-cinnamon-3-mg-nicotin-5ct,,20.99,20.5,nicotine-pouches-zyn-cinnamon-3-mg-nicotin-5ct,,1E+11,,6.0925E+11,-6,5,0,1
NICOTINE POUCHES:ZYN CINNAMON 6MG NICOTINE 5CT,nicotine-pouches-zyn-cinnamon-6mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-cinnamon-6mg-nicotine-5ct,,1E+11,,6.0925E+11,-7,5,0,1
NICOTINE POUCHES:ZYN CITRUS 3MG NICOTINE 5CT,nicotine-pouches-zyn-citrus-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-citrus-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-8,5,0,1
NICOTINE POUCHES:ZYN CITRUS 6MG NICOTINE 5 CT,nicotine-pouches-zyn-citrus-6mg-nicotine-5-ct,,20.99,20.5,nicotine-pouches-zyn-citrus-6mg-nicotine-5-ct,,1E+11,,6.0925E+11,-7,5,0,1
NICOTINE POUCHES:ZYN COFFEE 3MG 5 CT,nicotine-pouches-zyn-coffee-3mg-5-ct,,20.99,19.5,nicotine-pouches-zyn-coffee-3mg-5-ct,,1E+11,,6.0925E+11,-9,5,0,1
NICOTINE POUCHES:ZYN COFFEE 6MG NICOTINE 5CT,nicotine-pouches-zyn-coffee-6mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-coffee-6mg-nicotine-5ct,,1E+11,,6.0925E+11,-19,5,0,1
NICOTINE POUCHES:ZYN COOL MINT 3MG NICOTINE 5CT,nicotine-pouches-zyn-cool-mint-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-cool-mint-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-25,5,0,1
NICOTINE POUCHES:ZYN COOL MINT 6MG NICOTIN 5CT,nicotine-pouches-zyn-cool-mint-6mg-nicotin-5ct,,20.99,20.5,nicotine-pouches-zyn-cool-mint-6mg-nicotin-5ct,,1E+11,,6.0925E+11,37,5,0,1
NICOTINE POUCHES:ZYN ESPRESSO MARTINI 6MG NICOTINE 5CT,nicotine-pouches-zyn-espresso-martini-6mg-nicotine-5ct,,21.99,0,nicotine-pouches-zyn-espresso-martini-6mg-nicotine-5ct,,1E+11,,6.0925E+11,0,5,0,1
NICOTINE POUCHES:ZYN MENTHOL 3MG 5CT,nicotine-pouches-zyn-menthol-3mg-5ct,,20.99,0,nicotine-pouches-zyn-menthol-3mg-5ct,,1E+11,,6.0925E+11,-1,5,0,1
NICOTINE POUCHES:ZYN MENTHOL 6MG 5 CT,nicotine-pouches-zyn-menthol-6mg-5-ct,,20.99,19.5,nicotine-pouches-zyn-menthol-6mg-5-ct,,1E+11,,6.0925E+11,-26,5,0,1
NICOTINE POUCHES:ZYN MOJITO 6MG NICOTINE 5CT,nicotine-pouches-zyn-mojito-6mg-nicotine-5ct,,21.99,0,nicotine-pouches-zyn-mojito-6mg-nicotine-5ct,,1E+11,,6.0925E+11,0,5,0,1
NICOTINE POUCHES:ZYN PEPPERMINT 3MG NICOTINE 5CT,nicotine-pouches-zyn-peppermint-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-peppermint-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-11,5,0,1
NICOTINE POUCHES:ZYN PEPPERMINT 6MG NICOTINE 5CT,nicotine-pouches-zyn-peppermint-6mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-peppermint-6mg-nicotine-5ct,,1E+11,,6.0925E+11,50,5,0,1
NICOTINE POUCHES:ZYN SMOOTH 3MG 5 CT,nicotine-pouches-zyn-smooth-3mg-5-ct,,20.99,19.5,nicotine-pouches-zyn-smooth-3mg-5-ct,,1E+11,,6.0925E+11,-13,5,0,1
NICOTINE POUCHES:ZYN SMOOTH 6MG NICOTIN 5CT,nicotine-pouches-zyn-smooth-6mg-nicotin-5ct,,20.99,20.5,nicotine-pouches-zyn-smooth-6mg-nicotin-5ct,,1E+11,,6.0925E+11,-7,5,0,1
NICOTINE POUCHES:ZYN SPEARMINT 3MG NICOTINE 5CT,nicotine-pouches-zyn-spearmint-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-spearmint-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-32,5,0,1
NICOTINE POUCHES:ZYN SPEARMINT 6MG NICOTINE 5CT,nicotine-pouches-zyn-spearmint-6mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-spearmint-6mg-nicotine-5ct,,1E+11,,6.0925E+11,7,5,0,1
NICOTINE POUCHES:ZYN SPICED CIDER 6MG NICOTINE 5CT,nicotine-pouches-zyn-spiced-cider-6mg-nicotine-5ct,,21.99,0,nicotine-pouches-zyn-spiced-cider-6mg-nicotine-5ct,,1E+11,,6.0925E+11,0,5,0,1
NICOTINE POUCHES:ZYN WINTERGREEN 3MG NICOTINE 5CT,nicotine-pouches-zyn-wintergreen-3mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-wintergreen-3mg-nicotine-5ct,,1E+11,,6.0925E+11,-19,5,0,1
NICOTINE POUCHES:ZYN WINTERGREEN 6MG NICOTINE 5CT,nicotine-pouches-zyn-wintergreen-6mg-nicotine-5ct,,20.99,20.5,nicotine-pouches-zyn-wintergreen-6mg-nicotine-5ct,,1E+11,,6.0925E+11,-16,5,0,1
NISSIN NOODLE CUP WITH BEEF 2.5 OZ 24 CT,nissin-noodle-cup-with-beef-25-oz-24-ct,,12.5,12.5,general-general,,1E+11,,070662138014,9,5,0,1
NISSIN NOODLE CUP WITH CHICKEN 2.5 OZ 24 CT,nissin-noodle-cup-with-chicken-25-oz-24-ct,,12.5,10.5,general-general,,1E+11,,070662138038,12,5,0,1
NISSIN NOODLE CUP WITH SHRIMP 2.5 OZ 24 CT,nissin-noodle-cup-with-shrimp-25-oz-24-ct,,12.5,10.5,general-general,,1E+11,,070662138021,12,5,0,1
NOODLES TOP RAMENBEEF FLAVOR 24 CT,noodles-top-ramenbeef-flavor-24-ct,,8.99,7.99,general-general,,1E+11,,00070662013021,0,5,0,1
NOW & LATER APPLE 24 CT,now-later-apple-24-ct,,6.99,6,general-general,,1E+11,,093922521081,-1,5,0,1
NOW & LATER BANANA 24 CT,now-later-banana-24-ct,,6.99,6,general-general,,1E+11,,093922521074,-1,5,0,1
NOW & LATER BLUE RASPBERRY 24 CT,now-later-blue-raspberry-24-ct,,6.99,6,general-general,,1E+11,,093922521043,0,5,0,1
NOW & LATER BLUE TROPICAL PUNCH 24 CT,now-later-blue-tropical-punch-24-ct,,6.99,6,general-general,,1E+11,,093922521050,-2,5,0,1
NOW & LATER CHERRY 24 CT,now-later-cherry-24-ct,,6.99,6,general-general,,1E+11,,093922521036,0,5,0,1
NOW & LATER GRAPE 24 CT,now-later-grape-24-ct,,6.99,6,general-general,,1E+11,,093922521104,-1,5,0,1
NOW & LATER PINEAPPLE 24 CT,now-later-pineapple-24-ct,,6.99,6,general-general,,1E+11,,093922521067,0,5,0,1
NOW & LATER STRAWBERRY 24 CT,now-later-strawberry-24-ct,,6.99,6,general-general,,1E+11,,093922521029,0,5,0,1
NOW & LATER WATERMELLON 24 CT,now-later-watermellon-24-ct,,6.99,6,general-general,,1E+11,,093922521005,0,5,0,1
NOW AND LATER MORPHS 2.44 OZ 24 CT,now-and-later-morphs-244-oz-24-ct,,25.99,22,general-general,,1E+11,,041420042546,5,5,0,1
NOW AND LATER ORIGINAL MIX 2.44 OZ 24 CT,now-and-later-original-mix-244-oz-24-ct,,25.99,22,general-general,,1E+11,,041420029554,6,5,0,1
NUTRI GRAIN STRAWBERRY 16CT,nutri-grain-strawberry-16ct,,9.99,0,general-general,,1E+11,,038000359484,0,5,0,1
NUTTER BUTTER 24 CT,nutter-butter-24-ct,,11.49,10.48,general-general,,1E+11,,044000010461,0,5,0,1
NUTTER BUTTER BITES 1 CT,nutter-butter-bites-1-ct,,1.49,1.33,general-general,,1E+11,,044000003067,-6,5,0,1
NYQUIL COLD & FLU LIQ CAP 32/2 CT,nyquil-cold-flu-liq-cap-322-ct,,31.99,27.2,general-general,,1E+11,,2.03239E+13,-8,5,0,1
OLD SPICE ORIGINAL DEODORANT 50 ML 1 CT,old-spice-original-deodorant-50-ml-1-ct,,2.75,2.27,general-general,,1E+11,,,0,5,0,1
OOZE TWIST SLIM PEN ASS 1 CT,ooze-twist-slim-pen-ass-1-ct,,6.5,6.5,general-general,,1E+11,,,0,5,0,1
OPIA  TABLET 30MG WATERMELON 10 CT,opia-tablet-30mg-watermelon-10-ct,,140,137.5,general-general,,1E+11,,8.5007E+11,-1,5,0,1
OPIA TABLET 20MG BLUE RASPBERRY 10CT,opia-tablet-20mg-blue-raspberry-10ct,,90,92.5,general-general,,1E+11,,8.10168E+11,-1,5,0,1
OPIA TABLET 20MG CLASSIC 10 CT,opia-tablet-20mg-classic-10-ct,,90,92.5,general-general,,1E+11,,8.10168E+11,-2,5,0,1
OPIA TABLET 20MG MINTOPIA 10 CT,opia-tablet-20mg-mintopia-10-ct,,90,92.5,general-general,,1E+11,,8.10168E+11,-1,5,0,1
OPIA TABLET 20MG SOUR APPLE 10CT,opia-tablet-20mg-sour-apple-10ct,,90,92.5,general-general,,1E+11,,8.10168E+11,-1,5,0,1
OPIA TABLET 20MG WILD CHERRY 10CT,opia-tablet-20mg-wild-cherry-10ct,,90,92.5,general-general,,1E+11,,8.10168E+11,0,5,0,1
ORA-ZEN CREST TOOTHPASTE/BRUSH COMBO 1 CT,ora-zen-crest-toothpastebrush-combo-1-ct,,0.99,0.8,general-general,,1E+11,,7.06099E+11,0,5,0,1
ORAJEL  PAIN RELIFF GEL 0.25 OZ 1 CT,orajel-pain-reliff-gel-025-oz-1-ct,,4.25,3.5,general-general,,1E+11,,3.1031E+11,0,5,0,1
ORBIT GUM SPEARMINT 12 CT,orbit-gum-spearmint-12-ct,,12.99,11,general-general,,1E+11,,022000114846,-2,5,0,1
OREO CAKESTERS DOUBLE CHOCOLATE 3.03 OZ 8CT,oreo-cakesters-double-chocolate-303-oz-8ct,,7.25,6,general-general,,1E+11,,044000082857,-1,5,0,1
OREO CAKESTERS GOLDEN  3.03 OZ 8CT,oreo-cakesters-golden-303-oz-8ct,,7.25,6,general-general,,1E+11,,044000080587,-2,5,0,1
OREO CAKESTERS ORIGINAL (BLUE) 3.03 OZ 8CT,oreo-cakesters-original-blue-303-oz-8ct,,7.25,6,general-general,,1E+11,,044000069902,-2,5,0,1
OREO CAKESTERS PEANUT BUTTER 3.03 OZ 8CT,oreo-cakesters-peanut-butter-303-oz-8ct,,7.25,6,general-general,,1E+11,,044000075354,0,5,0,1
OREO DOUBLE STUFF FAMILLY SIZE 24.95 OZ 1 CT,oreo-double-stuff-familly-size-2495-oz-1-ct,,3.6,3,general-general,,1E+11,,044000060794,0,5,0,1
OREO MILK'S FLV COOKIES CONV PACK 5.2 OZ 12 CT,oreo-milks-flv-cookies-conv-pack-52-oz-12-ct,,1.8,1.5,general-general,,1E+11,,044000007492,34,5,0,1
OREO MINI GO PACKS CHOCOLATE 61.3 GM 1 CT,oreo-mini-go-packs-chocolate-613-gm-1-ct,,0.99,0.75,general-general,,1E+11,,7.6223E+12,48,5,0,1
OREO MINI GO PACKS ORIGINAL 61.3 GM 1 C T,oreo-mini-go-packs-original-613-gm-1-c-t,,0.99,0.75,general-general,,1E+11,,7.6223E+12,72,5,0,1
OREO MINI GO PACKS ORIGINAL 61.3 GM 1 CT,oreo-mini-go-packs-original-613-gm-1-ct,,0.99,0.75,general-general,,1E+11,,5.62966E+12,0,5,0,1
OREO MINI GO PACKS STRAWBERRY 61.3 GM 1 CT,oreo-mini-go-packs-strawberry-613-gm-1-ct,,0.99,0.75,general-general,,1E+11,,7.62221E+12,48,5,0,1
OREO MINIS 1 CT,oreo-minis-1-ct,,1.49,1.33,general-general,,1E+11,,044000006808,0,5,0,1
OREO ORIGINAL (BLUE) FAMILLY SIZE 24.95 OZ 1 CT,oreo-original-blue-familly-size-2495-oz-1-ct,,3.6,3,general-general,,1E+11,,044000060640,0,5,0,1
OREO SS CLUB PACK 30 CT,oreo-ss-club-pack-30-ct,,13.99,12,general-general,,1E+11,,044000047030,3,5,0,1
ORIGINAL PREMIUM SALTINE CRACKERS CONV PACK 12CT,original-premium-saltine-crackers-conv-pack-12ct,,0.99,0.6,general-general,,1E+11,,044000003821,-12,5,0,1
PALMOLIVE ORIGINAL DISHWASHER 12.6 OZ,palmolive-original-dishwasher-126-oz,,1.15,0.95,general-general,,1E+11,,,-4,5,0,1
PANAX GINSENG EXTRACT 10 ML 30CT,panax-ginseng-extract-10-ml-30ct,,8.99,6,general-general,,1E+11,,8.52683E+11,0,5,0,1
PAYDAY 24 CT,payday-24-ct,,23.99,20,general-general,,1E+11,,010700963239,-1,5,0,1
PEANUT CHEW MILK CHOCOLATE 3/0.99 24 CT,peanut-chew-milk-chocolate-3099-24-ct,,4.99,4.25,general-general,,1E+11,,070970960505,0,5,0,1
PEANUT CHEW ORIGINAL DARK 3/0.99 24 CT,peanut-chew-original-dark-3099-24-ct,,4.99,4.25,general-general,,1E+11,,070970920509,-1,5,0,1
PEANUT CHEWS MILK CHOCOLATE BLUE 2 OZ 24 CT,peanut-chews-milk-chocolate-blue-2-oz-24-ct,,22.99,19,general-general,,1E+11,,070970960246,-3,5,0,1
PEANUT CHEWS ORIGINAL DARK 2 OZ 24 CT,peanut-chews-original-dark-2-oz-24-ct,,22.99,19,general-general,,1E+11,,070970920240,7,5,0,1
PHILLIES BLUNT BOX REG 50 CT,phillies-blunt-box-reg-50-ct,,45.99,43.65,general-general,,1E+11,,070235510735,3,5,0,1
PHILLIES BLUNT REG 5/10CT,phillies-blunt-reg-510ct,,41.99,39.38,general-general,,1E+11,,070235501368,11,5,0,1
PHILLIES BLUNT STRWBERRY 5/10 CT,phillies-blunt-strwberry-510-ct,,41.99,41.99,general-general,,1E+11,,070235501672,-1,5,0,1
PLASTIC CUP 16 OZ  CLEAR 16 CT,plastic-cup-16-oz-clear-16-ct,,0.99,0.62,general-general,,1E+11,,8.4018E+11,-8,5,0,1
PLASTIC CUP 16 OZ RED 16 CT,plastic-cup-16-oz-red-16-ct,,0.99,0.62,general-general,,1E+11,,8.4018E+11,-8,5,0,1
PLASTIC CUTLERY 51 CT COMBO,plastic-cutlery-51-ct-combo,,0.59,0.38,general-general,,1E+11,,8.4018E+11,-3,5,0,1
PLASTIC CUTLERY FORK 51 CT,plastic-cutlery-fork-51-ct,,0.59,0.38,general-general,,1E+11,,,0,5,0,1
POP TART BROWN SUGAR CINNAMON 6 CT,pop-tart-brown-sugar-cinnamon-6-ct,,4.8,4,general-general,,1E+11,,038000311307,5,5,0,1
POP TART CHERRY 6 CT,pop-tart-cherry-6-ct,,4.8,4,general-general,,1E+11,,038000003004,-4,5,0,1
POP TART CHOCOLATE CHIPS 6 CT,pop-tart-chocolate-chips-6-ct,,4.8,4,general-general,,1E+11,,038000097218,10,5,0,1
POP TART FROSTED BLUEBERRY 6 CT,pop-tart-frosted-blueberry-6-ct,,4.8,4,general-general,,1E+11,,038000310300,9,5,0,1
POP TART FROSTED STRAWBERRY MILK SHAKE 6 CT,pop-tart-frosted-strawberry-milk-shake-6-ct,,4.8,4,general-general,,1E+11,,,-2,5,0,1
POP TART STRAWBERRY 6 CT,pop-tart-strawberry-6-ct,,4.8,4,general-general,,1E+11,,038000317309,8,5,0,1
POP TARTS S'MORES 6 CT,pop-tarts-smores-6-ct,,4.8,4,general-general,,1E+11,,038000581700,-3,5,0,1
PRESTONE ANTIFREEZE+COOLANT 1 GAL 1 CT,prestone-antifreezecoolant-1-gal-1-ct,,7.49,7,general-general,,1E+11,,7.97497E+11,0,5,0,1
PURELL HAND SANITIZER 2 OZ 1 CT,purell-hand-sanitizer-2-oz-1-ct,,1.75,1.38,general-general,,1E+11,,073852009385,0,5,0,1
PURELL HAND SANITIZER 2 OZ FLIP CAP ORIGINAL,purell-hand-sanitizer-2-oz-flip-cap-original,,1.64,1.38,general-general,,1E+11,,,0,5,0,1
Q-TIPS COTTON SWABS 30 CT,q-tips-cotton-swabs-30-ct,,1.24,0.98,general-general,,1E+11,,,-18,5,0,1
RAID ANT & ROACH KILLER 17.50 OZ FRAGRANCE FREE 1 CT,raid-ant-roach-killer-1750-oz-fragrance-free-1-ct,,3.99,3.42,general-general,,1E+11,,046500117176,0,5,0,1
RAID ANT & ROACH KILLER 17.50 OZ LEMON 1 CT,raid-ant-roach-killer-1750-oz-lemon-1-ct,,3.99,3.42,general-general,,1E+11,,046500164798,0,5,0,1
RAW CLASSIC KING SIZE CONES 20PK 20 CT,raw-classic-king-size-cones-20pk-20-ct,,44.99,41.4,general-general,,1E+11,,7.16165E+11,-4,5,0,1
RAW CONE CLASSIC 1 1/4 SIZE 20 PACK,raw-cone-classic-1-14-size-20-pack,,39.99,0,general-general,,1E+11,,7.16165E+11,-2,5,0,1
RAW CONE CLASSIC 1 1/4 SIZE 6 CONES  32 CT,raw-cone-classic-1-14-size-6-cones-32-ct,,31.99,26,general-general,,1E+11,,,-5,5,0,1
RAW CONE CLASSIC 1 1/4 SIZE 6CONES  32 CT,raw-cone-classic-1-14-size-6cones-32-ct,,31,28.5,general-general,,1E+11,,7.16165E+11,-4,5,0,1
RAW KING SIZE SLIM 50 CT,raw-king-size-slim-50-ct,,21.99,16.5,general-general,,1E+11,,7.16165E+11,-13,5,0,1
RAW KING SIZE SLIM BLACK 50 CT,raw-king-size-slim-black-50-ct,,23.99,20,general-general,,1E+11,,7.16165E+11,-11,5,0,1
RAW PAPER KING SIZE SUPREME 24CT,raw-paper-king-size-supreme-24ct,,32.49,31.99,general-general,,1E+11,,7.16165E+11,0,5,0,1
RAW TIPS ORIGINAL 50CT,raw-tips-original-50ct,,17.5,17,general-general,,1E+11,,7.16165E+11,-2,5,0,1
REAL TOUGH TRASH BAG 26 GAL 60 CT TWIST TIME BLACK,real-tough-trash-bag-26-gal-60-ct-twist-time-black,,3.25,2.68,general-general,,1E+11,,,0,5,0,1
RED BULL 1 PILL 10000K  24 CT,red-bull-1-pill-10000k-24-ct,,29.99,16,general-general,,1E+11,,7.87189E+11,0,5,0,1
REESE'S BIG CUP KING SIZE 16 CT,reeses-big-cup-king-size-16-ct,,23.99,20,general-general,,1E+11,,034000430963,6,5,0,1
REESE'S PB CUPS WHITE CHOCOLATE 1.39 OZ 24 CT,reeses-pb-cups-white-chocolate-139-oz-24-ct,,23.99,20,general-general,,1E+11,,034000433698,-1,5,0,1
REESE'S PEANUT BUTTER CUPS 1.5OZ 36 CT,reeses-peanut-butter-cups-15oz-36-ct,,26.99,22,general-general,,1E+11,,034000440009,8,5,0,1
REESE'S STICKS 42 GM 20 CT,reeses-sticks-42-gm-20-ct,,15.99,13,general-general,,1E+11,,034000151349,9,5,0,1
REESE'S STICKS KING SIZE 3 OZ 24CT,reeses-sticks-king-size-3-oz-24ct,,38.99,33,general-general,,1E+11,,034000202003,-3,5,0,1
REESE'S TAKE 5 BAR 1.5 OZ 18 CT,reeses-take-5-bar-15-oz-18-ct,,16.99,14,general-general,,1E+11,,034000386451,-1,5,0,1
REESES DIPPED PRETZELS 1 CT,reeses-dipped-pretzels-1-ct,,2.49,2.34,general-general,,1E+11,,034000214617,-13,5,0,1
